"","Availability","region","year","policy","agg.land","value","title","percent_change","diff_percent_diff_from_currchange","diff_percent_change"
"9738","BIODIV30","Africa_Southern",2045,"NZ","d) Forests (Unmanaged)",240.425746480448,"Land Use by Type",-23.6480656168743,-0.0826811142140938,0.0195504647190177
"9739","CURRENT","Africa_Southern",2045,"NZ","d) Forests (Unmanaged)",240.364126485028,"Land Use by Type",-23.6676160815933,NA,NA
"9740","UNIFORM30","Africa_Southern",2045,"NZ","d) Forests (Unmanaged)",245.280625578,"Land Use by Type",-22.1062903090804,-6.59691095832766,1.56132577251292
"9741","BIODIV","Africa_Western",2045,"NZ","d) Forests (Unmanaged)",1421.694213014,"Land Use by Type",-20.6109021739031,-2.57179963119645,0.543936947538157
"9742","BIODIV30","Africa_Western",2045,"NZ","d) Forests (Unmanaged)",1411.428490014,"Land Use by Type",-21.1841488498387,0.137987395085155,-0.0293097283974397
"9743","CURRENT","Africa_Western",2045,"NZ","d) Forests (Unmanaged)",1411.95123972152,"Land Use by Type",-21.1548391214413,NA,NA
"9744","UNIFORM30","Africa_Western",2045,"NZ","d) Forests (Unmanaged)",1424.331913714,"Land Use by Type",-20.4634925103172,-3.26805912856202,0.691346611124089
"9745","BIODIV","Argentina",2045,"NZ","d) Forests (Unmanaged)",95.798749526028,"Land Use by Type",-12.8731660537098,-7.24292939164759,1.00524877304158
"9746","BIODIV30","Argentina",2045,"NZ","d) Forests (Unmanaged)",95.8952347260331,"Land Use by Type",-12.7854149083064,-7.87521413878878,1.09299991844492
"9747","CURRENT","Argentina",2045,"NZ","d) Forests (Unmanaged)",94.6934951384511,"Land Use by Type",-13.8784148267513,NA,NA
"9748","UNIFORM30","Argentina",2045,"NZ","d) Forests (Unmanaged)",95.675647598,"Land Use by Type",-12.9851239140596,-6.4362204722308,0.89329091269178
"9749","BIODIV","Australia_NZ",2045,"NZ","d) Forests (Unmanaged)",98.93385046,"Land Use by Type",-10.5042649256381,-11.4739427616132,1.36158878288206
"9750","BIODIV30","Australia_NZ",2045,"NZ","d) Forests (Unmanaged)",98.65974896,"Land Use by Type",-10.7522499179397,-9.38431308107508,1.11360379058053
"9751","CURRENT","Australia_NZ",2045,"NZ","d) Forests (Unmanaged)",97.42878717,"Land Use by Type",-11.8658537085202,NA,NA
"9752","UNIFORM30","Australia_NZ",2045,"NZ","d) Forests (Unmanaged)",97.08701546,"Land Use by Type",-12.1749329893045,2.60551769758367,-0.309079280784333
"9753","BIODIV","Brazil",2045,"NZ","d) Forests (Unmanaged)",3535.4442,"Land Use by Type",-5.21856494168064,-16.7985327789127,1.05358240589467
"9754","BIODIV30","Brazil",2045,"NZ","d) Forests (Unmanaged)",3497.006931,"Land Use by Type",-6.2490511806849,-0.369357018655911,0.0230961668904106
"9755","CURRENT","Brazil",2045,"NZ","d) Forests (Unmanaged)",3496.142793,"Land Use by Type",-6.27214734757531,NA,NA
"9756","UNIFORM30","Brazil",2045,"NZ","d) Forests (Unmanaged)",3495.98393,"Land Use by Type",-6.2763857415472,0.0679025387782747,-0.00423839397188974
"9757","BIODIV","Canada",2045,"NZ","d) Forests (Unmanaged)",3365.34536183,"Land Use by Type",-5.52433584637362,-41.9026598321632,3.98443651117366
"9758","BIODIV30","Canada",2045,"NZ","d) Forests (Unmanaged)",3266.57836334765,"Land Use by Type",-8.29708793265863,-12.7433202945116,1.21168442488864
"9759","CURRENT","Canada",2045,"NZ","d) Forests (Unmanaged)",3223.41485154853,"Land Use by Type",-9.50877235754727,NA,NA
"9760","UNIFORM30","Canada",2045,"NZ","d) Forests (Unmanaged)",3249.67607233,"Land Use by Type",-8.77155810021073,-7.75319555324013,0.737214257336547
"9761","BIODIV","Central America and Caribbean",2045,"NZ","d) Forests (Unmanaged)",159.16336,"Land Use by Type",-21.6378571001961,-14.6992496350732,3.72869786831722
"9762","BIODIV30","Central America and Caribbean",2045,"NZ","d) Forests (Unmanaged)",156.802041,"Land Use by Type",-22.800397161185,-10.1161811043001,2.56615780732829
"9763","CURRENT","Central America and Caribbean",2045,"NZ","d) Forests (Unmanaged)",151.589915,"Land Use by Type",-25.3665549685133,NA,NA
"9764","UNIFORM30","Central America and Caribbean",2045,"NZ","d) Forests (Unmanaged)",154.126517,"Land Use by Type",-24.1176353788249,-4.92327415368121,1.24891958968842
"9765","BIODIV","Central Asia",2045,"NZ","d) Forests (Unmanaged)",17.6723138901471,"Land Use by Type",-9.31932497158143,-6.10101264726002,0.605524323218225
"9766","BIODIV30","Central Asia",2045,"NZ","d) Forests (Unmanaged)",17.6820759401471,"Land Use by Type",-9.26923036005444,-6.60571856404578,0.655618934745213
"9767","CURRENT","Central Asia",2045,"NZ","d) Forests (Unmanaged)",17.5543077631479,"Land Use by Type",-9.92484929479965,NA,NA
"9768","UNIFORM30","Central Asia",2045,"NZ","d) Forests (Unmanaged)",17.64631658,"Land Use by Type",-9.45268822234104,-4.7569305895277,0.472161072458608
"9769","BIODIV","China",2045,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9770","BIODIV30","China",2045,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9771","CURRENT","China",2045,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9772","UNIFORM30","China",2045,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9773","BIODIV","Colombia",2045,"NZ","d) Forests (Unmanaged)",559.79987,"Land Use by Type",-3.06327062488273,-9.99101565071823,0.340106840116705
"9774","BIODIV30","Colombia",2045,"NZ","d) Forests (Unmanaged)",557.66487,"Land Use by Type",-3.43295730652237,0.871814634018678,-0.029579841522938
"9775","CURRENT","Colombia",2045,"NZ","d) Forests (Unmanaged)",557.836218,"Land Use by Type",-3.40337746499944,NA,NA
"9776","UNIFORM30","Colombia",2045,"NZ","d) Forests (Unmanaged)",557.66675,"Land Use by Type",-3.43263008748344,0.862249237795909,-0.0292526224840053
"9777","BIODIV","EU-12",2045,"NZ","d) Forests (Unmanaged)",22.441694589,"Land Use by Type",-31.2437421054003,-20.3927110307537,8.00350165717404
"9778","BIODIV30","EU-12",2045,"NZ","d) Forests (Unmanaged)",22.512274941,"Land Use by Type",-31.0275041551268,-20.9436858071881,8.21973960744756
"9779","CURRENT","EU-12",2045,"NZ","d) Forests (Unmanaged)",19.829370424,"Land Use by Type",-39.2472437625744,NA,NA
"9780","UNIFORM30","EU-12",2045,"NZ","d) Forests (Unmanaged)",21.731597875,"Land Use by Type",-33.4193017564187,-14.8494491008202,5.82794200615571
"9781","BIODIV","EU-15",2045,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9782","BIODIV30","EU-15",2045,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9783","CURRENT","EU-15",2045,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9784","UNIFORM30","EU-15",2045,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9785","BIODIV","Europe_Eastern",2045,"NZ","d) Forests (Unmanaged)",74.09857098,"Land Use by Type",-31.5189245069656,-3.59139680440505,1.17416769962651
"9786","BIODIV30","Europe_Eastern",2045,"NZ","d) Forests (Unmanaged)",74.36524268,"Land Use by Type",-31.2724694866051,-4.34524081011904,1.42062271998696
"9787","CURRENT","Europe_Eastern",2045,"NZ","d) Forests (Unmanaged)",72.8281173,"Land Use by Type",-32.6930922065921,NA,NA
"9788","UNIFORM30","Europe_Eastern",2045,"NZ","d) Forests (Unmanaged)",79.26038848,"Land Use by Type",-26.7484519599153,-18.1831408138537,5.94464024667674
"9789","BIODIV","Europe_Non_EU",2045,"NZ","d) Forests (Unmanaged)",32.03943066,"Land Use by Type",-37.6394556177613,-11.0090491369223,4.65619532649757
"9790","BIODIV30","Europe_Non_EU",2045,"NZ","d) Forests (Unmanaged)",32.12471166,"Land Use by Type",-37.4734673503075,-11.4014977049809,4.82218359395143
"9791","CURRENT","Europe_Non_EU",2045,"NZ","d) Forests (Unmanaged)",29.6471102494807,"Land Use by Type",-42.2956509442589,NA,NA
"9792","UNIFORM30","Europe_Non_EU",2045,"NZ","d) Forests (Unmanaged)",34.10599476,"Land Use by Type",-33.6170829704255,-20.5190234787627,8.67856797383343
"9793","BIODIV","European Free Trade Association",2045,"NZ","d) Forests (Unmanaged)",59.7576484,"Land Use by Type",-39.4996415769535,-3.83415302604649,1.57490482660675
"9794","BIODIV30","European Free Trade Association",2045,"NZ","d) Forests (Unmanaged)",59.8900686,"Land Use by Type",-39.3655749518268,-4.16054960443195,1.70897145173346
"9795","CURRENT","European Free Trade Association",2045,"NZ","d) Forests (Unmanaged)",58.2021195,"Land Use by Type",-41.0745464035603,NA,NA
"9796","UNIFORM30","European Free Trade Association",2045,"NZ","d) Forests (Unmanaged)",63.3598739,"Land Use by Type",-35.8526391136343,-12.7131161885611,5.22190728992598
"9797","BIODIV","India",2045,"NZ","d) Forests (Unmanaged)",458.53665261,"Land Use by Type",-27.972199523755,-2.01679732269276,0.575782775774655
"9798","BIODIV30","India",2045,"NZ","d) Forests (Unmanaged)",458.94876077,"Land Use by Type",-27.9074761227176,-2.24355485593134,0.640506176811986
"9799","CURRENT","India",2045,"NZ","d) Forests (Unmanaged)",454.87133388,"Land Use by Type",-28.5479822995296,NA,NA
"9800","UNIFORM30","India",2045,"NZ","d) Forests (Unmanaged)",482.3087714,"Land Use by Type",-24.2380966584433,-15.0971183157887,4.30988564108631
"9801","BIODIV","Indonesia",2045,"NZ","d) Forests (Unmanaged)",754.800738704161,"Land Use by Type",-13.9135302565876,-4.5978108849397,0.670602385513076
"9802","BIODIV30","Indonesia",2045,"NZ","d) Forests (Unmanaged)",751.950382704171,"Land Use by Type",-14.2387366809076,-2.3687556936476,0.345395961193098
"9803","CURRENT","Indonesia",2045,"NZ","d) Forests (Unmanaged)",748.921387715499,"Land Use by Type",-14.5841326421007,NA,NA
"9804","UNIFORM30","Indonesia",2045,"NZ","d) Forests (Unmanaged)",756.3882507,"Land Use by Type",-13.7326483772423,-5.83928803922403,0.851484264858421
"9805","BIODIV","Japan",2045,"NZ","d) Forests (Unmanaged)",164.9650294,"Land Use by Type",-11.8182685602625,-15.4954471106226,2.16709454287525
"9806","BIODIV30","Japan",2045,"NZ","d) Forests (Unmanaged)",165.1480294,"Land Use by Type",-11.7203990811356,-16.1949090317665,2.26496402200213
"9807","CURRENT","Japan",2045,"NZ","d) Forests (Unmanaged)",160.9109605,"Land Use by Type",-13.9853631031378,NA,NA
"9808","UNIFORM30","Japan",2045,"NZ","d) Forests (Unmanaged)",161.404713,"Land Use by Type",-13.7214747971053,-1.88721897387785,0.263888306032484
"9809","BIODIV","Mexico",2045,"NZ","d) Forests (Unmanaged)",221.78269286,"Land Use by Type",-17.6910249613011,-11.6959852924084,2.34316820095828
"9810","BIODIV30","Mexico",2045,"NZ","d) Forests (Unmanaged)",219.40155586,"Land Use by Type",-18.5746988933963,-7.28503446648572,1.45949426886306
"9811","CURRENT","Mexico",2045,"NZ","d) Forests (Unmanaged)",215.468919610128,"Land Use by Type",-20.0341931622594,NA,NA
"9812","UNIFORM30","Mexico",2045,"NZ","d) Forests (Unmanaged)",218.93653056,"Land Use by Type",-18.7472879779734,-6.42359569538183,1.28690518428599
"9813","BIODIV","Middle East",2045,"NZ","d) Forests (Unmanaged)",0.008633487808859,"Land Use by Type",-5.85255840705985,10.5984420721957,-0.560839737786503
"9814","BIODIV30","Middle East",2045,"NZ","d) Forests (Unmanaged)",0.008638557808982,"Land Use by Type",-5.79727049202202,9.55364134688766,-0.505551822748673
"9815","CURRENT","Middle East",2045,"NZ","d) Forests (Unmanaged)",0.00868491781011,"Land Use by Type",-5.29171866927334,NA,NA
"9816","UNIFORM30","Middle East",2045,"NZ","d) Forests (Unmanaged)",0.0085136876,"Land Use by Type",-7.15886588594083,35.2862807450432,-1.86714721666749
"9817","BIODIV","Pakistan",2045,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9818","BIODIV30","Pakistan",2045,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9819","CURRENT","Pakistan",2045,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9820","UNIFORM30","Pakistan",2045,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9821","BIODIV","Russia",2045,"NZ","d) Forests (Unmanaged)",4271.708579002,"Land Use by Type",-5.53370727618013,-10.9227025299206,0.678541431981796
"9822","BIODIV30","Russia",2045,"NZ","d) Forests (Unmanaged)",4274.495434939,"Land Use by Type",-5.4720755254281,-11.914769426108,0.740173182733824
"9823","CURRENT","Russia",2045,"NZ","d) Forests (Unmanaged)",4241.025165907,"Land Use by Type",-6.21224870816192,NA,NA
"9824","UNIFORM30","Russia",2045,"NZ","d) Forests (Unmanaged)",4268.848858963,"Land Use by Type",-5.59692827788334,-9.90469742051069,0.615320430278584
"9825","BIODIV","South Africa",2045,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9826","BIODIV30","South Africa",2045,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9827","CURRENT","South Africa",2045,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9828","UNIFORM30","South Africa",2045,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9829","BIODIV","South America_Northern",2045,"NZ","d) Forests (Unmanaged)",888.420369,"Land Use by Type",-0.631311135124023,-28.7212875704807,0.254457507477369
"9830","BIODIV30","South America_Northern",2045,"NZ","d) Forests (Unmanaged)",886.000679,"Land Use by Type",-0.901892748797844,1.83286530243762,-0.0161241061964514
"9831","CURRENT","South America_Northern",2045,"NZ","d) Forests (Unmanaged)",886.14583,"Land Use by Type",-0.885768642601393,NA,NA
"9832","UNIFORM30","South America_Northern",2045,"NZ","d) Forests (Unmanaged)",885.86689,"Land Use by Type",-0.916945545632426,3.52225921600271,-0.031176903031033
"9833","BIODIV","South America_Southern",2045,"NZ","d) Forests (Unmanaged)",1200.18929930022,"Land Use by Type",-5.04184916670488,-12.0201785020174,0.688834704075592
"9834","BIODIV30","South America_Southern",2045,"NZ","d) Forests (Unmanaged)",1192.10332900022,"Land Use by Type",-5.68160556832303,-0.856477255347725,0.0490783024574473
"9835","CURRENT","South America_Southern",2045,"NZ","d) Forests (Unmanaged)",1191.4829747381,"Land Use by Type",-5.73068387078048,NA,NA
"9836","UNIFORM30","South America_Southern",2045,"NZ","d) Forests (Unmanaged)",1191.45966305,"Land Use by Type",-5.7326117952478,0.0321847238966055,-0.00192792446731982
"9837","BIODIV","South Asia",2045,"NZ","d) Forests (Unmanaged)",9.13290707,"Land Use by Type",-46.3717076700413,-10.1371078613077,5.23105014406472
"9838","BIODIV30","South Asia",2045,"NZ","d) Forests (Unmanaged)",9.14231187,"Land Use by Type",-46.3164828265343,-10.2441269863289,5.28627498757174
"9839","CURRENT","South Asia",2045,"NZ","d) Forests (Unmanaged)",8.242061887,"Land Use by Type",-51.6027578141061,NA,NA
"9840","UNIFORM30","South Asia",2045,"NZ","d) Forests (Unmanaged)",9.45760297,"Land Use by Type",-44.4650982509291,-13.8318883049085,7.137659563177
"9841","BIODIV","South Korea",2045,"NZ","d) Forests (Unmanaged)",12.70754,"Land Use by Type",-12.3243041852378,-4.16908088156397,0.536100167246918
"9842","BIODIV30","South Korea",2045,"NZ","d) Forests (Unmanaged)",12.74037,"Land Use by Type",-12.0977935393065,-5.93038477220543,0.762610813178284
"9843","CURRENT","South Korea",2045,"NZ","d) Forests (Unmanaged)",12.62983,"Land Use by Type",-12.8604043524847,NA,NA
"9844","UNIFORM30","South Korea",2045,"NZ","d) Forests (Unmanaged)",12.81247,"Land Use by Type",-11.600278464087,-9.79849352990413,1.26012588839772
"9845","BIODIV","Southeast Asia",2045,"NZ","d) Forests (Unmanaged)",1332.94683547,"Land Use by Type",-15.6483144761981,-2.8596229419559,0.460714942685982
"9846","BIODIV30","Southeast Asia",2045,"NZ","d) Forests (Unmanaged)",1333.87260135,"Land Use by Type",-15.5897304070583,-3.2232970959321,0.519299011825739
"9847","CURRENT","Southeast Asia",2045,"NZ","d) Forests (Unmanaged)",1325.66740326294,"Land Use by Type",-16.109029418884,NA,NA
"9848","UNIFORM30","Southeast Asia",2045,"NZ","d) Forests (Unmanaged)",1337.281212945,"Land Use by Type",-15.3741056037803,-4.56232239900847,0.734923815103715
"9849","BIODIV","Taiwan",2045,"NZ","d) Forests (Unmanaged)",12.17151585,"Land Use by Type",-5.33500311753599,1.75995731023662,-0.0923422202737951
"9850","BIODIV30","Taiwan",2045,"NZ","d) Forests (Unmanaged)",12.18537539,"Land Use by Type",-5.22720936965268,-0.296132790444248,0.0154515276095131
"9851","CURRENT","Taiwan",2045,"NZ","d) Forests (Unmanaged)",12.18337924,"Land Use by Type",-5.2426608972622,NA,NA
"9852","UNIFORM30","Taiwan",2045,"NZ","d) Forests (Unmanaged)",12.17593693,"Land Use by Type",-5.3005440658921,1.10408137046393,-0.0578831686299006
"9853","BIODIV","USA",2045,"NZ","d) Forests (Unmanaged)",1025.20501033,"Land Use by Type",-17.0444077721983,-3.13365944488826,0.551388658329572
"9854","BIODIV30","USA",2045,"NZ","d) Forests (Unmanaged)",1024.59736206,"Land Use by Type",-17.0935380627597,-2.85422605179682,0.502258367768135
"9855","CURRENT","USA",2045,"NZ","d) Forests (Unmanaged)",1018.39063958,"Land Use by Type",-17.5957964305278,NA,NA
"9856","UNIFORM30","USA",2045,"NZ","d) Forests (Unmanaged)",1031.5847287,"Land Use by Type",-16.5281488233753,-6.06743946058196,1.06764760715255
"9857","BIODIV","Africa_Eastern",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9858","BIODIV30","Africa_Eastern",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9859","CURRENT","Africa_Eastern",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9860","UNIFORM30","Africa_Eastern",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9861","BIODIV","Africa_Northern",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9862","BIODIV30","Africa_Northern",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9863","CURRENT","Africa_Northern",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9864","UNIFORM30","Africa_Northern",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9865","BIODIV","Africa_Southern",2050,"NZ","d) Forests (Unmanaged)",227.928440480386,"Land Use by Type",-27.6168314485328,-0.104317107386347,0.0288219071342013
"9866","BIODIV30","Africa_Southern",2050,"NZ","d) Forests (Unmanaged)",228.198648480387,"Land Use by Type",-27.531021572561,-0.41470910754751,0.11463178310601
"9867","CURRENT","Africa_Southern",2050,"NZ","d) Forests (Unmanaged)",227.837628484786,"Land Use by Type",-27.645653355667,NA,NA
"9868","UNIFORM30","Africa_Southern",2050,"NZ","d) Forests (Unmanaged)",234.009885578,"Land Use by Type",-25.6855365193876,-7.09016470519124,1.96011683627934
"9869","BIODIV","Africa_Western",2050,"NZ","d) Forests (Unmanaged)",1353.980456014,"Land Use by Type",-24.3921189991788,-2.8951427216961,0.727120573675858
"9870","BIODIV30","Africa_Western",2050,"NZ","d) Forests (Unmanaged)",1341.059224014,"Land Use by Type",-25.1136526354305,-0.0226907169013547,0.00558693742411265
"9871","CURRENT","Africa_Western",2050,"NZ","d) Forests (Unmanaged)",1340.95715372115,"Land Use by Type",-25.1192395728546,NA,NA
"9872","UNIFORM30","Africa_Western",2050,"NZ","d) Forests (Unmanaged)",1358.370008714,"Land Use by Type",-24.1468892667559,-3.87096139388362,0.972350306098747
"9873","BIODIV","Argentina",2050,"NZ","d) Forests (Unmanaged)",93.92457572583,"Land Use by Type",-14.5776854789031,-7.39882127640054,1.16480266887287
"9874","BIODIV30","Argentina",2050,"NZ","d) Forests (Unmanaged)",94.0370302458358,"Land Use by Type",-14.4754105918139,-8.04849516099338,1.267077555962
"9875","CURRENT","Argentina",2050,"NZ","d) Forests (Unmanaged)",92.6438856519668,"Land Use by Type",-15.7424881477759,NA,NA
"9876","UNIFORM30","Argentina",2050,"NZ","d) Forests (Unmanaged)",93.813801888,"Land Use by Type",-14.6784312269873,-6.75885705325879,1.06405692078865
"9877","BIODIV","Australia_NZ",2050,"NZ","d) Forests (Unmanaged)",97.51681986,"Land Use by Type",-11.7861132978607,-11.5927531443927,1.54562103076014
"9878","BIODIV30","Australia_NZ",2050,"NZ","d) Forests (Unmanaged)",97.20908526,"Land Use by Type",-12.0645223767233,-9.5046757875898,1.26721195189755
"9879","CURRENT","Australia_NZ",2050,"NZ","d) Forests (Unmanaged)",95.80831455,"Land Use by Type",-13.3317343286209,NA,NA
"9880","UNIFORM30","Australia_NZ",2050,"NZ","d) Forests (Unmanaged)",95.42694226,"Land Use by Type",-13.6766378191613,2.5877325567585,-0.344903490540412
"9881","BIODIV","Brazil",2050,"NZ","d) Forests (Unmanaged)",3511.558413,"Land Use by Type",-5.85891705623455,-17.1413799143199,1.2120081425003
"9882","BIODIV30","Brazil",2050,"NZ","d) Forests (Unmanaged)",3467.012589,"Land Use by Type",-7.0531668365,-0.252134014091064,0.017758362234856
"9883","CURRENT","Brazil",2050,"NZ","d) Forests (Unmanaged)",3466.347579,"Land Use by Type",-7.07092519873486,NA,NA
"9884","UNIFORM30","Brazil",2050,"NZ","d) Forests (Unmanaged)",3465.700352,"Land Use by Type",-7.08825628777072,0.245391710708198,-0.017331089035868
"9885","BIODIV","Canada",2050,"NZ","d) Forests (Unmanaged)",3342.3503901,"Land Use by Type",-6.16987590030861,-43.3432171398552,4.72005379622179
"9886","BIODIV30","Canada",2050,"NZ","d) Forests (Unmanaged)",3226.47660114652,"Land Use by Type",-9.42286786622393,-13.472172582142,1.46706183030647
"9887","CURRENT","Canada",2050,"NZ","d) Forests (Unmanaged)",3174.21623644747,"Land Use by Type",-10.8899296965304,NA,NA
"9888","UNIFORM30","Canada",2050,"NZ","d) Forests (Unmanaged)",3206.41752463,"Land Use by Type",-9.98595911055178,-8.3011535464888,0.903970585978618
"9889","BIODIV","Central America and Caribbean",2050,"NZ","d) Forests (Unmanaged)",154.183399,"Land Use by Type",-24.0896802805904,-15.2943635980351,4.34961347678933
"9890","BIODIV30","Central America and Caribbean",2050,"NZ","d) Forests (Unmanaged)",151.45778,"Land Use by Type",-25.4315799189845,-10.5758031810348,3.00771383839525
"9891","CURRENT","Central America and Caribbean",2050,"NZ","d) Forests (Unmanaged)",145.348796,"Land Use by Type",-28.4392937573798,NA,NA
"9892","UNIFORM30","Central America and Caribbean",2050,"NZ","d) Forests (Unmanaged)",148.409073,"Land Use by Type",-26.9325511944412,-5.29791651630575,1.50674256293859
"9893","BIODIV","Central Asia",2050,"NZ","d) Forests (Unmanaged)",17.4962264701464,"Land Use by Type",-10.2228697031278,-6.21507465584342,0.677472327638419
"9894","BIODIV30","Central Asia",2050,"NZ","d) Forests (Unmanaged)",17.5078374801464,"Land Use by Type",-10.1632876885182,-6.76165141711463,0.737054342247992
"9895","CURRENT","Central Asia",2050,"NZ","d) Forests (Unmanaged)",17.3641987311473,"Land Use by Type",-10.9003420307662,NA,NA
"9896","UNIFORM30","Central Asia",2050,"NZ","d) Forests (Unmanaged)",17.467794123,"Land Use by Type",-10.3687280372231,-4.8766501588756,0.531613993543147
"9897","BIODIV","China",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9898","BIODIV30","China",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9899","CURRENT","China",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9900","UNIFORM30","China",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9901","BIODIV","Colombia",2050,"NZ","d) Forests (Unmanaged)",557.25237,"Land Use by Type",-3.50440384287207,-10.0431346126886,0.391328130478361
"9902","BIODIV30","Colombia",2050,"NZ","d) Forests (Unmanaged)",554.79617,"Land Use by Type",-3.92971062608288,0.874533581053264,-0.0339786527324519
"9903","CURRENT","Colombia",2050,"NZ","d) Forests (Unmanaged)",554.992918,"Land Use by Type",-3.89573197335043,NA,NA
"9904","UNIFORM30","Colombia",2050,"NZ","d) Forests (Unmanaged)",554.79725,"Land Use by Type",-3.9295219462216,0.869733042966276,-0.0337899728711708
"9905","BIODIV","EU-12",2050,"NZ","d) Forests (Unmanaged)",21.625815668,"Land Use by Type",-33.7434099125961,-20.8997294689315,8.91553053678872
"9906","BIODIV30","EU-12",2050,"NZ","d) Forests (Unmanaged)",21.700733167,"Land Use by Type",-33.5138837761048,-21.43778892279,9.14505667328004
"9907","CURRENT","EU-12",2050,"NZ","d) Forests (Unmanaged)",18.715811113,"Land Use by Type",-42.6589404493849,NA,NA
"9908","UNIFORM30","EU-12",2050,"NZ","d) Forests (Unmanaged)",20.845990448,"Land Use by Type",-36.132602508555,-15.2990041700496,6.52633794082988
"9909","BIODIV","EU-15",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9910","BIODIV30","EU-15",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9911","CURRENT","EU-15",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9912","UNIFORM30","EU-15",2050,"NZ","d) Forests (Unmanaged)",0,"Land Use by Type",NA,NA,NA
"9913","BIODIV","Europe_Eastern",2050,"NZ","d) Forests (Unmanaged)",70.33803408,"Land Use by Type",-34.9943709013738,-3.825679315898,1.39205554799624
"9914","BIODIV30","Europe_Eastern",2050,"NZ","d) Forests (Unmanaged)",70.62812218,"Land Use by Type",-34.7262747044701,-4.56248177058235,1.66015174489986
"9915","CURRENT","Europe_Eastern",2050,"NZ","d) Forests (Unmanaged)",68.83181754,"Land Use by Type",-36.38642644937,NA,NA
"9916","UNIFORM30","Europe_Eastern",2050,"NZ","d) Forests (Unmanaged)",76.17857718,"Land Use by Type",-29.5966268530953,-18.6602295534627,6.78979959627473
"9917","BIODIV","Europe_Non_EU",2050,"NZ","d) Forests (Unmanaged)",30.44321866,"Land Use by Type",-40.746272662227,-11.4515248083144,5.26934371185219
"9918","BIODIV30","Europe_Non_EU",2050,"NZ","d) Forests (Unmanaged)",30.52964466,"Land Use by Type",-40.5780558026338,-11.8170904300924,5.43756057144539
"9919","CURRENT","Europe_Non_EU",2050,"NZ","d) Forests (Unmanaged)",27.7358812515485,"Land Use by Type",-46.0156163740792,NA,NA
"9920","UNIFORM30","Europe_Non_EU",2050,"NZ","d) Forests (Unmanaged)",32.74109666,"Land Use by Type",-36.2736809662825,-21.1711138190281,9.7419354077967
"9921","BIODIV","European Free Trade Association",2050,"NZ","d) Forests (Unmanaged)",57.38357878,"Land Use by Type",-41.9032178015371,-4.1409198091702,1.81017882011494
"9922","BIODIV30","European Free Trade Association",2050,"NZ","d) Forests (Unmanaged)",57.51401341,"Land Use by Type",-41.7711614488237,-4.4430140815291,1.94223517282834
"9923","CURRENT","European Free Trade Association",2050,"NZ","d) Forests (Unmanaged)",55.59566225,"Land Use by Type",-43.713396621652,NA,NA
"9924","UNIFORM30","European Free Trade Association",2050,"NZ","d) Forests (Unmanaged)",61.2610244,"Land Use by Type",-37.977574787199,-13.1213118506478,5.73582183445309
